ita_azon,ita_itype,ita_grade,ita_class,ita_type,ita_name,ita_lvllim,ita_rev,ita_price,ita_pic,ita_pic2,ita_3d,bango_name_id,bango_description,bango_image,bango_action_json,bango_class_json,bango_code_json,bango_country_json,bango_limit_json,bango_sell,bango_endurance,bango_specialty_json,bango_record_json,provenance,source_file,source_line
2069,,G75,,,Mission letters of Hondel,,,104900,,,,3188,Defeat the master wraith and#n collect 10 heads of master wraith,item063,[],"[""general"",""etc""]","[""4"",""8"",""0"",""0""]","[""0"",""1"",""2""]",[],0,,"[""specialty"",[""quest"",""20015"",""1""]]","[""item"",[""name"",""3188""],[""Index"",""2069""],[""Image"",""item063""],[""desc"",""922""],[""class"",""general"",""etc""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""1"",""2""],[""level"",""75""],[""use"",""1""],[""buy"",""104900""],[""sell"",""0""],[""specialty"",[""quest"",""20015"",""1""]],[""taskquest"",""76""]]",bango-file,inititem.dat,5200
2070,,,,,Small natural regeneration potion,,,0,,,,3197,Increase natural regeneration health point#n by 10 and magic point by 3 for 30 minutes.,item562,[],"[""general"",""refresh""]","[""4"",""8"",""0"",""0""]","[""0"",""1"",""2""]",[],500,,"[""specialty"",[""buff"",""412"",""1800"",""1""]]","[""item"",[""name"",""3197""],[""Index"",""2070""],[""Image"",""item562""],[""desc"",""923""],[""class"",""general"",""refresh""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""1"",""2""],[""use"",""1""],[""plural"",""1""],[""cooltime"",""1300""],[""buy"",""0""],[""sell"",""500""],[""specialty"",[""buff"",""412"",""1800"",""1""]]]",bango-file,inititem.dat,5202
2071,,,,,Medium natural regeneration potion,,,0,,,,3198,Increase natural regeneration health point#n by 15 and magic point by 5 for 30 minutes.,item563,[],"[""general"",""refresh""]","[""4"",""8"",""0"",""0""]","[""0"",""1"",""2""]",[],500,,"[""specialty"",[""buff"",""413"",""1800"",""2""]]","[""item"",[""name"",""3198""],[""Index"",""2071""],[""Image"",""item563""],[""desc"",""924""],[""class"",""general"",""refresh""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""1"",""2""],[""use"",""1""],[""plural"",""1""],[""cooltime"",""1300""],[""buy"",""0""],[""sell"",""500""],[""specialty"",[""buff"",""413"",""1800"",""2""]]]",bango-file,inititem.dat,5204
2072,,,,,Large natural regeneration potion,,,0,,,,3199,Increase natural regeneration health point#n by 20 and magic point by 7 for 30 minutes.,item564,[],"[""general"",""refresh""]","[""4"",""8"",""0"",""0""]","[""0"",""1"",""2""]",[],500,,"[""specialty"",[""buff"",""414"",""1800"",""3""]]","[""item"",[""name"",""3199""],[""Index"",""2072""],[""Image"",""item564""],[""desc"",""925""],[""class"",""general"",""refresh""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""1"",""2""],[""use"",""1""],[""plural"",""1""],[""cooltime"",""1300""],[""buy"",""0""],[""sell"",""500""],[""specialty"",[""buff"",""414"",""1800"",""3""]]]",bango-file,inititem.dat,5206
2073,,,,,Shad,,,0,,,,3200,"Shads are not seen often,#n but sometimes some of them are cought when it's a lucky day.#n It recovers 600 health points",item565,[],"[""general"",""refresh""]","[""4"",""8"",""0"",""0""]","[""0"",""1"",""2""]",[],1500,,"[""specialty"",[""refresh"",""hp"",""600""]]","[""item"",[""name"",""3200""],[""Index"",""2073""],[""Image"",""item565""],[""desc"",""926""],[""class"",""general"",""refresh""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""1"",""2""],[""use"",""1""],[""plural"",""1""],[""cooltime"",""1300""],[""buy"",""0""],[""sell"",""1500""],[""effect"",""1""],[""specialty"",[""refresh"",""hp"",""600""]]]",bango-file,inititem.dat,5208
2074,,,,,Carp,,,0,,,,3201,"Carps are not seen often,#n but sometimes some of them are cought when it's a lucky day.#n It recovers 700 health points",item566,[],"[""general"",""refresh""]","[""4"",""8"",""0"",""0""]","[""0"",""1"",""2""]",[],2000,,"[""specialty"",[""refresh"",""hp"",""700""]]","[""item"",[""name"",""3201""],[""Index"",""2074""],[""Image"",""item566""],[""desc"",""927""],[""class"",""general"",""refresh""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""1"",""2""],[""use"",""1""],[""plural"",""1""],[""cooltime"",""1300""],[""buy"",""0""],[""sell"",""2000""],[""effect"",""1""],[""specialty"",[""refresh"",""hp"",""700""]]]",bango-file,inititem.dat,5210
2075,,,,,Mystic spice,,,0,,,,3202,Materials necessary for various cooking,item567,[],"[""general"",""etc""]","[""4"",""9"",""0"",""0""]","[""0"",""1"",""2""]",[],500,,[],"[""item"",[""name"",""3202""],[""Index"",""2075""],[""Image"",""item567""],[""desc"",""928""],[""class"",""general"",""etc""],[""code"",""4"",""9"",""0"",""0""],[""country"",""0"",""1"",""2""],[""use"",""1""],[""plural"",""1""],[""buy"",""0""],[""sell"",""500""]]",bango-file,inititem.dat,5212
2076,,G70,All,,Cooked shad,70,,0,,,,3203,Cooked shad increases maxium Health Point and#n Magic Point by 500 for 1 hour.,item568,[],"[""general"",""refresh""]","[""4"",""8"",""0"",""0""]","[""0"",""1"",""2""]","[""all"",""70""]",2000,,"[""specialty"",[""buff"",""415"",""3600"",""4""]]","[""item"",[""name"",""3203""],[""Index"",""2076""],[""Image"",""item568""],[""desc"",""929""],[""class"",""general"",""refresh""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""1"",""2""],[""level"",""70""],[""use"",""1""],[""plural"",""1""],[""cooltime"",""1300""],[""limit"",""all"",""70""],[""buy"",""0""],[""sell"",""2000""],[""specialty"",[""buff"",""415"",""3600"",""4""]]]",bango-file,inititem.dat,5214
2077,,G70,All,,Tasty eel skewer,70,,0,,,,3204,Tasty eel skewer increases#n 11% melee attack points and 10 OTP points for 1 hour.,item569,[],"[""general"",""refresh""]","[""4"",""8"",""0"",""0""]","[""0"",""1"",""2""]","[""all"",""70""]",3000,,"[""specialty"",[""buff"",""416"",""3600"",""5""]]","[""item"",[""name"",""3204""],[""Index"",""2077""],[""Image"",""item569""],[""desc"",""930""],[""class"",""general"",""refresh""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""1"",""2""],[""level"",""70""],[""use"",""1""],[""plural"",""1""],[""cooltime"",""1300""],[""limit"",""all"",""70""],[""buy"",""0""],[""sell"",""3000""],[""specialty"",[""buff"",""416"",""3600"",""5""]]]",bango-file,inititem.dat,5216
2078,,G70,All,,Fantastic eel skewer,70,,0,,,,3205,Fantastic eel skewer increases#n 14% magic attack points for 1 hour. ,item570,[],"[""general"",""refresh""]","[""4"",""8"",""0"",""0""]","[""0"",""1"",""2""]","[""all"",""70""]",3000,,"[""specialty"",[""buff"",""417"",""3600"",""6""]]","[""item"",[""name"",""3205""],[""Index"",""2078""],[""Image"",""item570""],[""desc"",""931""],[""class"",""general"",""refresh""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""1"",""2""],[""level"",""70""],[""use"",""1""],[""plural"",""1""],[""cooltime"",""1300""],[""limit"",""all"",""70""],[""buy"",""0""],[""sell"",""3000""],[""specialty"",[""buff"",""417"",""3600"",""6""]]]",bango-file,inititem.dat,5218
2079,,G70,All,,Cooked carp,70,,0,,,,3206,"Cooked carp increases 5% attack speed, 7% melee attack points,#n 10% magic attack points, 10 dodge points for 1 hour. ",item571,[],"[""general"",""refresh""]","[""4"",""8"",""0"",""0""]","[""0"",""1"",""2""]","[""all"",""70""]",3500,,"[""specialty"",[""buff"",""418"",""3600"",""7""]]","[""item"",[""name"",""3206""],[""Index"",""2079""],[""Image"",""item571""],[""desc"",""932""],[""class"",""general"",""refresh""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""1"",""2""],[""level"",""70""],[""use"",""1""],[""plural"",""1""],[""cooltime"",""1300""],[""limit"",""all"",""70""],[""buy"",""0""],[""sell"",""3500""],[""specialty"",[""buff"",""418"",""3600"",""7""]]]",bango-file,inititem.dat,5220
2080,,,,,Pincers of Desert Scorpion,,,0,,,,3207,Quest Item #n Pincer of a Desert Scorpion,item572,[],"[""general"",""etc""]","[""4"",""9"",""0"",""0""]","[""0"",""1"",""2""]",[],500,,[],"[""item"",[""name"",""3207""],[""Index"",""2080""],[""Image"",""item572""],[""desc"",""933""],[""class"",""general"",""etc""],[""code"",""4"",""9"",""0"",""0""],[""country"",""0"",""1"",""2""],[""use"",""1""],[""plural"",""1""],[""buy"",""0""],[""sell"",""500""]]",bango-file,inititem.dat,5222
2081,,,,,Rib of Skeleton,,,0,,,,3208,Quest Item #n Rib bone of a Skeleton.,item135,[],"[""general"",""etc""]","[""4"",""9"",""0"",""0""]","[""0"",""1"",""2""]",[],500,,[],"[""item"",[""name"",""3208""],[""Index"",""2081""],[""Image"",""item135""],[""desc"",""934""],[""class"",""general"",""etc""],[""code"",""4"",""9"",""0"",""0""],[""country"",""0"",""1"",""2""],[""use"",""1""],[""plural"",""1""],[""buy"",""0""],[""sell"",""500""]]",bango-file,inititem.dat,5224
2082,,,,,Head of Twisted Demon warrior,,,0,,,,3209,Quest Item #n Head of a Twisted Demon Warrior,item498,[],"[""general"",""etc""]","[""4"",""9"",""0"",""0""]","[""0"",""1"",""2""]",[],500,,[],"[""item"",[""name"",""3209""],[""Index"",""2082""],[""Image"",""item498""],[""desc"",""935""],[""class"",""general"",""etc""],[""code"",""4"",""9"",""0"",""0""],[""country"",""0"",""1"",""2""],[""use"",""1""],[""plural"",""1""],[""buy"",""0""],[""sell"",""500""]]",bango-file,inititem.dat,5226
2083,,,,,Certificate of Xill,,,0,,,,3210,Quest Item #n Certificate earned for defeating the Xill,item573,[],"[""general"",""etc""]","[""4"",""9"",""0"",""0""]","[""0"",""1"",""2""]",[],500,,[],"[""item"",[""name"",""3210""],[""Index"",""2083""],[""Image"",""item573""],[""desc"",""936""],[""class"",""general"",""etc""],[""code"",""4"",""9"",""0"",""0""],[""country"",""0"",""1"",""2""],[""use"",""1""],[""plural"",""1""],[""buy"",""0""],[""sell"",""500""]]",bango-file,inititem.dat,5228
2084,,,,,Certificate of Goblin,,,0,,,,3211,Quest Item #n Certificate earned for defeating a Goblin,item574,[],"[""general"",""etc""]","[""4"",""9"",""0"",""0""]","[""0"",""1"",""2""]",[],500,,[],"[""item"",[""name"",""3211""],[""Index"",""2084""],[""Image"",""item574""],[""desc"",""937""],[""class"",""general"",""etc""],[""code"",""4"",""9"",""0"",""0""],[""country"",""0"",""1"",""2""],[""use"",""1""],[""plural"",""1""],[""buy"",""0""],[""sell"",""500""]]",bango-file,inititem.dat,5230
2085,,,,,Head of Knoll,,,0,,,,3212,Quest Item #n Certificate earned for defeating the Master Skeleton,item504,[],"[""general"",""etc""]","[""4"",""9"",""0"",""0""]","[""0"",""1"",""2""]",[],500,,[],"[""item"",[""name"",""3212""],[""Index"",""2085""],[""Image"",""item504""],[""desc"",""938""],[""class"",""general"",""etc""],[""code"",""4"",""9"",""0"",""0""],[""country"",""0"",""1"",""2""],[""use"",""1""],[""plural"",""1""],[""buy"",""0""],[""sell"",""500""]]",bango-file,inititem.dat,5232
2086,,,,,Certificate of Zombie,,,0,,,,3213,Quest Item #n Certificate earned for defeating the Master Wraith,item575,[],"[""general"",""etc""]","[""4"",""9"",""0"",""0""]","[""0"",""1"",""2""]",[],500,,[],"[""item"",[""name"",""3213""],[""Index"",""2086""],[""Image"",""item575""],[""desc"",""939""],[""class"",""general"",""etc""],[""code"",""4"",""9"",""0"",""0""],[""country"",""0"",""1"",""2""],[""use"",""1""],[""plural"",""1""],[""buy"",""0""],[""sell"",""500""]]",bango-file,inititem.dat,5234
2087,,,,,Certificate of Master Skeleton,,,0,,,,3214,Quest Item #n Head of a Master Skeleton,item576,[],"[""general"",""etc""]","[""4"",""9"",""0"",""0""]","[""0"",""1"",""2""]",[],500,,[],"[""item"",[""name"",""3214""],[""Index"",""2087""],[""Image"",""item576""],[""desc"",""940""],[""class"",""general"",""etc""],[""code"",""4"",""9"",""0"",""0""],[""country"",""0"",""1"",""2""],[""use"",""1""],[""plural"",""1""],[""buy"",""0""],[""sell"",""500""]]",bango-file,inititem.dat,5236
2088,,,,,Head of Master Wraith,,,0,,,,3215,Quest Item #n Head of a Master Wraith,item577,[],"[""general"",""etc""]","[""4"",""9"",""0"",""0""]","[""0"",""1"",""2""]",[],500,,[],"[""item"",[""name"",""3215""],[""Index"",""2088""],[""Image"",""item577""],[""desc"",""941""],[""class"",""general"",""etc""],[""code"",""4"",""9"",""0"",""0""],[""country"",""0"",""1"",""2""],[""use"",""1""],[""plural"",""1""],[""buy"",""0""],[""sell"",""500""]]",bango-file,inititem.dat,5238
2089,,,,,Tail of Desert Scorpion,,,0,,,,3216,Quest Item #n Tail of a Desert Scorpion,item578,[],"[""general"",""etc""]","[""4"",""9"",""0"",""0""]","[""0"",""1"",""2""]",[],500,,[],"[""item"",[""name"",""3216""],[""Index"",""2089""],[""Image"",""item578""],[""desc"",""942""],[""class"",""general"",""etc""],[""code"",""4"",""9"",""0"",""0""],[""country"",""0"",""1"",""2""],[""use"",""1""],[""plural"",""1""],[""buy"",""0""],[""sell"",""500""]]",bango-file,inititem.dat,5240
2090,,,,,Basic Reward pack,,,0,,,,3217,Basic Reward pack which hold various items.#n It contains various item and you can open it by Right click,item579,[],"[""general"",""etc""]","[""4"",""9"",""0"",""0""]","[""0"",""1"",""2""]",[],500,,"[""specialty"",[""haveItems"",[""270"",""10"",""1"",""250""],[""271"",""3"",""251"",""500""],[""2070"",""3"",""501"",""750""],[""690"",""3"",""751"",""1000""]]]","[""item"",[""name"",""3217""],[""Index"",""2090""],[""Image"",""item579""],[""desc"",""943""],[""class"",""general"",""etc""],[""code"",""4"",""9"",""0"",""0""],[""country"",""0"",""1"",""2""],[""use"",""1""],[""plural"",""1""],[""buy"",""0""],[""sell"",""500""],[""specialty"",[""haveItems"",[""270"",""10"",""1"",""250""],[""271"",""3"",""251"",""500""],[""2070"",""3"",""501"",""750""],[""690"",""3"",""751"",""1000""]]]]",bango-file,inititem.dat,5242
2091,,,,,Medum Reward pack,,,0,,,,3218,Medum Reward pack which hold various items.#n It contains various item and you can open it by Right click,item580,[],"[""general"",""etc""]","[""4"",""9"",""0"",""0""]","[""0"",""1"",""2""]",[],500,,"[""specialty"",[""haveItems"",[""689"",""3"",""1"",""200""],[""2071"",""3"",""201"",""400""],[""2076"",""3"",""401"",""600""],[""2077"",""2"",""601"",""800""],[""2078"",""2"",""801"",""1000""]]]","[""item"",[""name"",""3218""],[""Index"",""2091""],[""Image"",""item580""],[""desc"",""944""],[""class"",""general"",""etc""],[""code"",""4"",""9"",""0"",""0""],[""country"",""0"",""1"",""2""],[""use"",""1""],[""plural"",""1""],[""buy"",""0""],[""sell"",""500""],[""specialty"",[""haveItems"",[""689"",""3"",""1"",""200""],[""2071"",""3"",""201"",""400""],[""2076"",""3"",""401"",""600""],[""2077"",""2"",""601"",""800""],[""2078"",""2"",""801"",""1000""]]]]",bango-file,inititem.dat,5244
2092,,,,,High Reward pack,,,0,,,,3219,High Reward pack which hold various items.#n It contains various item and you can open it by Right click,item581,[],"[""general"",""etc""]","[""4"",""9"",""0"",""0""]","[""0"",""1"",""2""]",[],500,,"[""specialty"",[""haveItems"",[""2076"",""5"",""1"",""200""],[""2079"",""3"",""201"",""400""],[""2072"",""3"",""401"",""600""],[""2077"",""3"",""601"",""800""],[""2078"",""3"",""801"",""1000""]]]","[""item"",[""name"",""3219""],[""Index"",""2092""],[""Image"",""item581""],[""desc"",""945""],[""class"",""general"",""etc""],[""code"",""4"",""9"",""0"",""0""],[""country"",""0"",""1"",""2""],[""use"",""1""],[""plural"",""1""],[""buy"",""0""],[""sell"",""500""],[""specialty"",[""haveItems"",[""2076"",""5"",""1"",""200""],[""2079"",""3"",""201"",""400""],[""2072"",""3"",""401"",""600""],[""2077"",""3"",""601"",""800""],[""2078"",""3"",""801"",""1000""]]]]",bango-file,inititem.dat,5246
2093,,,,,Premium Reward pack,,,0,,,,3220,Premium Reward pack which hold various items.#n It contains various item and you can open it by Right click,item582,[],"[""general"",""etc""]","[""4"",""9"",""0"",""0""]","[""0"",""1"",""2""]",[],500,,"[""specialty"",[""haveItems"",[""2076"",""5"",""1"",""200""],[""2079"",""3"",""201"",""400""],[""2072"",""3"",""401"",""600""],[""2077"",""3"",""601"",""800""],[""2078"",""3"",""801"",""1000""]]]","[""item"",[""name"",""3220""],[""Index"",""2093""],[""Image"",""item582""],[""desc"",""946""],[""class"",""general"",""etc""],[""code"",""4"",""9"",""0"",""0""],[""country"",""0"",""1"",""2""],[""use"",""1""],[""plural"",""1""],[""buy"",""0""],[""sell"",""500""],[""specialty"",[""haveItems"",[""2076"",""5"",""1"",""200""],[""2079"",""3"",""201"",""400""],[""2072"",""3"",""401"",""600""],[""2077"",""3"",""601"",""800""],[""2078"",""3"",""801"",""1000""]]]]",bango-file,inititem.dat,5248
2094,,,,,Basic Spirit water,,,0,,,,3221,'Materials necessary for production of#n natural regeneration potion,item583,[],"[""general"",""etc""]","[""4"",""9"",""0"",""0""]","[""0"",""1"",""2""]",[],500,,[],"[""item"",[""name"",""3221""],[""Index"",""2094""],[""Image"",""item583""],[""desc"",""947""],[""class"",""general"",""etc""],[""code"",""4"",""9"",""0"",""0""],[""country"",""0"",""1"",""2""],[""use"",""1""],[""plural"",""1""],[""buy"",""0""],[""sell"",""500""]]",bango-file,inititem.dat,5250
2095,,,,,Medum Spirit water,,,0,,,,3222,'Materials necessary for production of#n natural regeneration potion,item584,[],"[""general"",""etc""]","[""4"",""9"",""0"",""0""]","[""0"",""1"",""2""]",[],500,,[],"[""item"",[""name"",""3222""],[""Index"",""2095""],[""Image"",""item584""],[""desc"",""948""],[""class"",""general"",""etc""],[""code"",""4"",""9"",""0"",""0""],[""country"",""0"",""1"",""2""],[""use"",""1""],[""plural"",""1""],[""buy"",""0""],[""sell"",""500""]]",bango-file,inititem.dat,5252
2096,,,,,High Spirit water,,,0,,,,3223,'Materials necessary for production of#n natural regeneration potion,item585,[],"[""general"",""etc""]","[""4"",""9"",""0"",""0""]","[""0"",""1"",""2""]",[],500,,[],"[""item"",[""name"",""3223""],[""Index"",""2096""],[""Image"",""item585""],[""desc"",""949""],[""class"",""general"",""etc""],[""code"",""4"",""9"",""0"",""0""],[""country"",""0"",""1"",""2""],[""use"",""1""],[""plural"",""1""],[""buy"",""0""],[""sell"",""500""]]",bango-file,inititem.dat,5254
2157,,,,,Magic Scroll to Town of Cheonji-Yun [For Party],,,500,,,,3282,"Moving to Town of Cheonji-Yun.#nIf it's used by the leader of the party,#nwhole party will move and if one of the member uses,#nonly that member will move.#nMust be used within Valley of Devah.#nYou can also use /vod command.",item038,[],"[""general"",""etc""]","[""4"",""8"",""0"",""0""]","[""0"",""1"",""2""]",[],150,,"[""specialty"",[""teleport"",""0"",""0"",""7""]]","[""item"",[""name"",""3282""],[""Index"",""2157""],[""Image"",""item038""],[""desc"",""957""],[""class"",""general"",""etc""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""1"",""2""],[""use"",""1""],[""plural"",""1""],[""buy"",""500""],[""sell"",""150""],[""specialty"",[""teleport"",""0"",""0"",""7""]]]",bango-file,inititem.dat,5258
2158,,,,,Magic Scroll to Town of Cheonji-Yun [For individual],,,250,,,,3283,Moving to Town of Cheonji-Yun.#nOnly user will move.#nMust be used within Valley of Devah.#nYou can also use /vod command.,item038,[],"[""general"",""etc""]","[""4"",""8"",""0"",""0""]","[""0"",""1"",""2""]",[],100,,"[""specialty"",[""teleport"",""0"",""1"",""7""]]","[""item"",[""name"",""3283""],[""Index"",""2158""],[""Image"",""item038""],[""desc"",""958""],[""class"",""general"",""etc""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""1"",""2""],[""use"",""1""],[""plural"",""1""],[""buy"",""250""],[""sell"",""100""],[""specialty"",[""teleport"",""0"",""1"",""7""]]]",bango-file,inititem.dat,5260
2159,,,,,Magic Scroll to Hondel [For Party],,,500,,,,3284,"Moving to Temporary Fort of Hondel.#nIf it's used by the leader of the party,#nwhole party will move and if one of the member uses,#nonly that member will move.#nMust be used within Valley of Devah.#nYou can also use /hondel command.",item038,[],"[""general"",""etc""]","[""4"",""8"",""0"",""0""]","[""0"",""1"",""2""]",[],150,,"[""specialty"",[""teleport"",""0"",""0"",""8""]]","[""item"",[""name"",""3284""],[""Index"",""2159""],[""Image"",""item038""],[""desc"",""959""],[""class"",""general"",""etc""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""1"",""2""],[""use"",""1""],[""plural"",""1""],[""buy"",""500""],[""sell"",""150""],[""specialty"",[""teleport"",""0"",""0"",""8""]]]",bango-file,inititem.dat,5262
